mean,std
566.6491111,17.47680524
126.0603333,2.21440308
166.716,4.74739734
219.7818889,7.713851153	
264.5325556,7.002337397	
317.7142222,6.591873686	
368.9477778,3.601052894	
439.4253333,10.67365056	
491.8766667,7.673897592	
562.9245556,12.41149536
