mean,std
706.3506,4.741457821
1684.654,4.1274345
2812.771,4.167945004
4246.658,24.55782736
6030.901,6.583991444
7841.942,4.743188801
10146.93,6.169287731
12786.3,7.329241283
15304,7.790449994
18254.18,5.992736344
