mean,std
3.419316667,0.081873707
6.22958,0.023971656
8.244168889,0.317038984
10.22786,0.488378094
13.14076667,0.088913652	
15.35468889,0.094101759	
18.74373333,5.661706098	
19.97752222,0.284657258	
22.75733333,1.352412473	
26.13406667,3.409594489
