# run 1000 events on device cpu with 1 threads
3.5161,3.5233,3.5584,3.4510,3.5379,3.5234,3.5986,3.5813,3.5758,3.5821
# run 1000 events on device cpu with 2 threads
6.7144,6.7378,6.8328,6.8472,6.7309,6.6479,6.6413,6.8429,6.7345,6.7560
# run 1000 events on device cpu with 4 threads
13.0019,13.0487,13.0208,13.0516,13.0580,13.1135,13.1322,13.0692,13.1265,13.0432
# run 1000 events on device cpu with 6 threads
19.3280,19.4709,19.3797,19.4576,19.3605,19.4869,19.3219,19.4363,19.4696,19.5171
# run 1000 events on device cpu with 8 threads
24.3127,24.3817,24.3235,24.3028,24.2634,24.3012,24.3234,24.3057,24.1984,24.2560
# run 1000 events on device cpu with 10 threads
30.1028,29.9741,30.0972,30.0186,30.1027,30.1672,30.1637,30.1765,30.2294,30.0142
# run 1000 events on device cpu with 12 threads
34.9920,34.1388,35.0967,35.2625,34.4873,35.2794,35.8926,35.6073,35.7614,35.4733
# run 1000 events on device cpu with 14 threads
40.9680,41.4051,40.7629,40.4383,40.5016,40.4579,41.2222,41.0539,39.4432,41.1326
# run 1000 events on device cpu with 16 threads
44.3049,44.6897,44.0667,45.8251,44.3803,45.6601,46.5731,45.8112,45.1290,44.0873
# run 1000 events on device cpu with 18 threads
48.5428,48.4501,48.3708,48.6711,49.6384,49.4961,48.5902,48.7394,49.0346,49.2479
# run 1000 events on device cpu with 20 threads
53.1151,53.8130,53.7531,54.1438,53.6326,53.7181,53.5381,54.5085,54.1680,54.8664
