# run 1000 events on device  with 1 threads
4.0439,4.0482,4.0467,4.0477,4.0461,4.0344,4.0437,4.0440,4.0252,4.0254
# run 1000 events on device  with 2 threads
7.5837,7.5840,7.5836,7.5891,7.6002,7.5893,7.5865,7.5918,7.5997,7.5823
# run 1000 events on device  with 4 threads
14.4737,14.5015,14.4636,14.4905,14.5375,14.4592,14.4879,14.4653,14.4959,14.4621
# run 1000 events on device  with 6 threads
21.0070,21.0913,21.0049,21.0438,21.0544,21.0168,21.0533,21.0514,21.1168,21.0189
# run 1000 events on device  with 8 threads
26.4384,26.3441,26.5213,26.4368,26.3755,26.3999,26.4751,26.4195,26.4399,26.3995
# run 1000 events on device  with 10 threads
32.6142,32.4246,32.3652,32.3497,32.2621,32.3678,32.3543,32.3238,32.4105,32.4429
# run 1000 events on device  with 12 threads
39.1073,37.9756,38.2617,38.5259,37.7385,38.1216,36.0648,36.7667,36.5917,38.4810
# run 1000 events on device  with 14 threads
43.6566,44.0840,44.3703,44.1920,44.3812,43.1537,43.4436,44.1535,44.6681,43.1738
# run 1000 events on device  with 16 threads
51.3719,50.4335,49.7641,50.0569,51.4111,50.7868,50.1278,50.4578,50.1127,51.0886
# run 1000 events on device  with 18 threads
54.5398,53.6295,55.9580,53.9019,54.9180,55.1958,56.0725,55.4782,53.2374,49.4427
# run 1000 events on device  with 20 threads
60.9671,59.9034,59.8801,60.8083,61.3358,59.4173,59.5470,59.6343,59.5546,60.9253
