mean,std
6.452947,0.02741028843741386
12.03993,0.0912276645419459
21.07118,0.2358026896463325
34.79325,0.17023136706651137
42.41932,0.15408010038072212
48.36324,0.26501444488933135
53.72593,0.3319431713411193
57.24033,0.298673805904257
60.42938,0.18008164691482334
63.13714,0.14736316590880755
