mean,std
219.8098,5.499715181
308.8771,2.972063385
358.9059,3.872635808
408.4589,3.748725545
407.0645,24.69416879
408.6263,9.575830919
402.0967,20.58667678
384.5073,34.14852111
381.3524,29.41883974
350.105,53.33905802
339.4918,58.39454032
