# run 1000 events on device cpu with 1 threads
5.1404,5.1395,5.1378,5.0836,5.1408,5.1455,5.1518,5.1494,5.1537,5.1469
# run 1000 events on device cpu with 2 threads
10.0059,10.0003,10.0017,9.9975,9.9764,10.0115,10.0035,10.0230,10.0300,9.9874
# run 1000 events on device cpu with 4 threads
19.8031,19.8099,19.7913,19.8254,19.8188,19.7923,19.8109,19.7713,19.8145,19.8281
# run 1000 events on device cpu with 6 threads
29.5279,29.5050,29.4912,29.5933,29.5188,29.6242,29.5171,29.5651,29.5569,29.5571
# run 1000 events on device cpu with 8 threads
39.0292,39.0486,39.0924,38.8973,38.7881,38.5917,38.9155,38.4113,38.1995,38.7806
# run 1000 events on device cpu with 10 threads
47.7292,48.0283,48.0729,48.0445,48.1734,47.8285,48.0080,47.9789,47.8681,47.7120
# run 1000 events on device cpu with 12 threads
55.9313,56.0189,55.9397,56.0165,56.3175,56.4995,56.3319,56.4071,56.0132,55.8860
# run 1000 events on device cpu with 14 threads
62.7683,62.9926,63.4390,63.4988,63.4611,63.1897,63.2951,63.5447,63.4307,63.3963
# run 1000 events on device cpu with 16 threads
70.1021,70.1414,69.3478,69.5580,69.3195,67.9561,68.0062,68.2002,68.4706,68.4291
# run 1000 events on device cpu with 18 threads
76.2515,75.9975,76.0719,76.0782,76.0804,76.1392,76.1989,76.1196,76.0838,75.7478
# run 1000 events on device cpu with 20 threads
83.3210,83.1943,82.1586,83.0660,83.0576,83.0498,83.1946,83.0150,82.7403,82.8917
