# run 1000 events on device cpu with 1 threads
7.9346,7.9371,7.9373,7.9486,7.9607,7.9688,7.9536,7.9557,7.9592,7.9612
# run 1000 events on device cpu with 2 threads
15.5569,15.4913,15.5869,15.5443,15.6497,15.6073,15.5883,15.5182,15.5585,15.5631
# run 1000 events on device cpu with 4 threads
30.2854,30.3431,30.2348,30.4198,30.2387,30.2832,30.4667,30.3781,30.3187,30.5246
# run 1000 events on device cpu with 6 threads
44.7573,44.4916,44.7796,44.6251,44.4849,44.6839,44.6152,44.3199,44.5141,44.5823
# run 1000 events on device cpu with 8 threads
58.1493,58.4004,58.0744,58.0126,57.9333,57.7605,58.2632,57.8299,57.9002,57.9195
# run 1000 events on device cpu with 10 threads
70.2890,70.5542,70.3871,70.1753,70.5545,70.0733,70.0764,70.0710,70.2757,70.4899
# run 1000 events on device cpu with 12 threads
81.5793,81.1242,81.0381,80.9538,80.7613,80.9279,80.9899,80.9044,81.0217,80.7591
# run 1000 events on device cpu with 14 threads
91.4150,91.4937,91.3566,92.0865,91.0412,91.2000,91.6910,91.5709,91.4854,91.5062
# run 1000 events on device cpu with 16 threads
99.6195,99.6768,99.9903,99.7907,99.5171,99.5097,99.6873,99.6291,99.9158,99.2401
# run 1000 events on device cpu with 18 threads
104.7140,105.3790,105.4870,105.3760,105.0730,105.5450,105.0950,105.0550,105.3330,105.1880
# run 1000 events on device cpu with 20 threads
113.3150,113.5720,113.1490,113.3610,113.4850,113.5930,113.4870,113.3100,113.2870,113.1830
